@relation 'ObesityDataSet_raw_and_data_sinthetic-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R14-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(-inf-1.666667]\':Nunca-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(1.666667-2.333333]\':As vezes, \'(2.333333-inf)\':Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R8-N\'(-inf-2]\':Entre uma e duas, \'(2-3]\':Tres, \'(3-inf)\':Mais de tres-weka.filters.unsupervised.attribute.RenameNominalValues-R13-N\'(-inf-0.75]\':Nao pratica, \'(0.75-1.5]\':Um a dois dias na semana, \'(1.5-2.25]\':Dois a  quatro dias na semana, \'(2.25-inf)\':Quatro a cinco dias na semana-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.6666667]\':Zero a duas horas por dia, \'(0.666667-1.333333]\':Tres a cinco horas por dia, \'(1.333333-inf)\':Mais de cinco horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.666667]\':Zero a duas horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R15-Nno:Nao consome, Sometimes:As vezes, Frequently:Com frequencia, Always:Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R16-NPublic_Transportation:Transporte publico, Walking:A pe, Automobile:Automovel, Motorbike:Moto, Bike:Bicicleta-weka.filters.unsupervised.attribute.RenameNominalValues-R1-NFemale:Feminino, Male:Masculino-weka.filters.unsupervised.attribute.RenameNominalValues-R5-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R6-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R10-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R12-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NNormal_Weight:Peso Normal, Overweight_Level_I: Sobrepeso level 1, Overweight_Level_II: Sobrepeso level 2, Obesity_Type_I: Obesidade tipo 1, Obesity_Type_II: Obesidade tipo 2, Obesity_Type_II: Obesidade Tipo 3, Insufficient_Weight: Abaixo do peso-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NObesidade Tipo 3: Obesidade tipo 2, Obesity_Type_III: Obesidade tipo 3-weka.filters.unsupervised.attribute.RenameNominalValues-R9-NSometimes: As vezes, Frequently:Com frequencia, Always:Sempre, no:Nunca-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-1.666667]\':Menos de um litro, \'(1.666667-2.333333]\':Entre um e dois litros, \'(2.333333-inf)\':Mais de dois litros-weka.filters.unsupervised.attribute.MathExpression-EA4/(A3*A3)-R1-2,5-17-weka.filters.unsupervised.attribute.Remove-R4'

@attribute Genero_de_Nascimento {Feminino,Masculino}
@attribute Idade numeric
@attribute IMC numeric
@attribute Tem_historico_de_sobrepeso_familiar {Sim,Nao}
@attribute Come_comidas_caloricas_com_frequencia {Nao,Sim}
@attribute Come_vegetais_nas_refeicoes {Nunca,'As vezes',Sempre}
@attribute Quantidade_de_refeicoes_diarias {'Entre uma e duas',Tres,'Mais de tres'}
@attribute Come_entre_as_refeicoes {'As vezes','Com frequencia',Sempre,Nunca}
@attribute Fuma {Nao,Sim}
@attribute Consumo_de_agua_diario {'Menos de um litro','Entre um e dois litros','Mais de dois litros'}
@attribute Monitora_as_calorias_ingeridas {Nao,Sim}
@attribute Frequencia_de_atividade_fisica {'Nao pratica','Um a dois dias na semana','Dois a  quatro dias na semana','Quatro a cinco dias na semana'}
@attribute Tempo_gasto_com_dispositivos_tecnologicos {'Zero a duas horas por dia','Tres a cinco horas por dia','Mais de cinco horas por dia'}
@attribute Frequencia_de_consumo_de_alcool {'Nao consome','As vezes','Com frequencia',Sempre}
@attribute Meio_de_transporte {'Transporte publico','A pe',Automovel,Moto,Bicicleta}
@attribute Classificacao {'Peso Normal','Sobrepeso level 1','Sobrepeso level 2','Obesidade tipo 1','Abaixo do peso','Obesidade tipo 2','Obesidade tipo 3'}

@data
Feminino,23.469538,28.535268,Sim,Nao,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,23,28.114954,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,23,27.756987,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,38.464538,27.439891,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,37.496175,29.275077,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,33.690239,27.372789,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,34.369686,28.256292,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,31.426573,28.967452,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Masculino,34.288249,28.49456,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Feminino,18.863875,29.472963,Sim,Nao,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,18.951144,27.439664,Sim,Nao,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,19.671876,27.006329,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,50.832559,26.955788,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,17.971574,28.719089,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,18,27.494807,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,18.701766,27.99873,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,34.389679,27.114036,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,17.178483,29.859733,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,33.0816,28.536706,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,33.270448,28.206046,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,36.310292,28.67258,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,20,28.179596,Sim,Nao,Sempre,'Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,18.549437,30.35137,Sim,Nao,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,34.243146,27.285189,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Masculino,23.32012,28.184761,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,19.703095,27.130963,Sim,Nao,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,19.223259,26.822793,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,29.695603,27.616588,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,27,28.157177,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,21.027662,27.786968,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,33.015258,28.10815,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,18,28.354857,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,30.553097,27.896559,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,33,28.610767,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,24.911994,27.623194,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,24.444846,29.217122,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,19.911246,29.402646,Sim,Nao,'As vezes','Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,34.204408,28.999496,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,34.281681,27.573032,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,23.384374,27.699763,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,43.238402,28.920843,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,45,28.363642,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,22.087389,28.14555,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,21.378039,27.0878,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,31.398281,27.55885,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,31.484494,28.322542,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,21.709159,29.088081,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,30.711381,27.90767,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,34.821442,27.652598,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Feminino,20.843363,28.996813,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,19.443639,28.671885,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,20.492077,27.855364,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,22.944349,27.780087,Sim,Sim,Nunca,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,23,28.313544,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,24.06894,29.429311,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,23.728707,28.90944,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,29.216019,28.691742,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,24.751511,27.673938,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,28.977792,26.989619,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Com frequencia',Automovel,'Sobrepeso level 2'
Masculino,17.441593,28.863001,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,19.126145,29.168334,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,24.122589,27.813069,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,23,28.587338,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,28.824194,26.989619,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Com frequencia',Automovel,'Sobrepeso level 2'
Masculino,34.204611,28.550815,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,28.167799,28.367413,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Com frequencia',Automovel,'Sobrepeso level 2'
Masculino,55.137881,29.490883,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,34.970367,28.860654,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,20.986834,28.575076,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,38.378056,27.424943,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,22.18881,27.767496,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,21.082384,27.207209,Sim,Nao,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,25.293202,28.468245,Sim,Nao,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,23,27.638861,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,39.170029,27.811894,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,34.044229,27.784285,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,33.182127,28.708022,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Feminino,19.821996,27.46708,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,19.149706,26.995399,Sim,Nao,Nunca,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,46.491859,30.015298,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,17.894784,28.043051,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,18.88485,27.581022,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,38.384177,27.254179,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,22.675679,29.146663,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,33.049121,28.427174,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,37.205173,29.129562,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,19.027417,29.31526,Sim,Nao,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,37.492444,27.430879,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Masculino,24.657598,28.602804,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,18.011718,28.22382,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,27.349745,28.973247,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,18,28.499583,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,33.009285,27.961857,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,18,27.79823,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,30.079371,28.325472,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,25.035915,28.480398,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,18.198322,30.144094,Sim,Nao,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,35.456326,29.114319,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,23.806789,28.171579,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Feminino,39.392569,29.440856,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,21.384259,28.278953,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,22.730414,28.992638,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,21.20563,27.533332,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,21.333429,27.152582,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,32.787101,27.537686,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Masculino,32.610018,27.463417,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,30.022598,27.275056,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,21.123048,27.135053,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,22.989846,29.384757,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Feminino,24.320154,26.223901,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,37.275298,27.317221,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
